Ticker,Name,Sector,P/E Ratio,Equity Ratio %
7986.T,"NIHON ISK Company,Limited",Other Products,7.23,70.43
7791.T,"DREAMBED CO.,LTD.",Other Products,7.31,40.01
7803.T,Bushiroad Inc.,Other Products,7.5,48.57
7919.T,"Nozaki Insatsu Shigyo Co.,Ltd.",Other Products,7.65,41.31
7811.T,"NAKAMOTO PACKS CO.,LTD.",Other Products,7.77,48.32
7807.T,"KOWA CO.,LTD.",Other Products,7.98,59.73
7875.T,"TAKEDA iP HOLDINGS CO.,LTD.",Other Products,8.03,57.81
7809.T,"KOTOBUKIYA CO.,LTD.",Other Products,8.14,59.96
7805.T,PRINTNET INC.,Other Products,8.34,55.69
7795.T,"KYORITSU CO.,LTD.",Other Products,8.41,41.74
7987.T,"NAKABAYASHI CO.,LTD.",Other Products,8.57,50.75
4506.T,"Sumitomo Pharma Co.,Ltd.",Pharmaceutical,5.06,22.82
4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,10.19,36.45
4569.T,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical,10.2,70.39
4595.T,"MIZUHO MEDY CO.,LTD.",Pharmaceutical,10.23,83.5
4540.T,TSUMURA & CO.,Pharmaceutical,10.36,64.72
4516.T,"Nippon Shinyaku Co.,Ltd.",Pharmaceutical,10.76,87.09
4885.T,MUROMACHI CHEMICALS INC.,Pharmaceutical,11.69,46.57
4539.T,"NIPPON CHEMIPHAR CO.,LTD.",Pharmaceutical,11.97,38.45
4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical,13.74,85.64
197A.T,"TAUNS Laboratories,Inc.",Pharmaceutical,14.54,47.7
4578.T,"Otsuka Holdings Co.,Ltd.",Pharmaceutical,15.31,72.27
4524.T,"MORISHITA JINTAN CO.,LTD.",Pharmaceutical,15.62,67.9
4527.T,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,15.66,61.65
4556.T,"KAINOS Laboratories,Inc.",Pharmaceutical,15.94,77.12
4574.T,"TAIKO PHARMACEUTICAL CO.,LTD.",Pharmaceutical,16.0,69.42
4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical,16.13,64.96
4507.T,"Shionogi & Co.,Ltd.",Pharmaceutical,16.8,88.7
4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,18.03,56.25
4568.T,"DAIICHI SANKYO COMPANY,LIMITED",Pharmaceutical,18.24,46.97
4577.T,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical,18.61,66.67
7722.T,"KOKUSAI CO.,LTD.",Precision Instruments,7.06,53.86
7781.T,"HIRAYAMA HOLDINGS Co.,Ltd.",Precision Instruments,10.87,36.3
255A.T,"GLTECHNO HOLDINGS,INC.",Precision Instruments,10.91,76.07
7715.T,"NAGANO KEIKI CO.,LTD.",Precision Instruments,11.05,58.84
7782.T,"Sincere Co.,LTD.",Precision Instruments,11.3,52.36
7723.T,"Aichi Tokei Denki Co.,Ltd.",Precision Instruments,11.6,74.6
7745.T,"A&D HOLON Holdings Company,Limited",Precision Instruments,12.53,61.89
7775.T,"DAIKEN MEDICAL CO.,LTD.",Precision Instruments,12.92,67.22
7769.T,"RHYTHM CO.,LTD.",Precision Instruments,12.93,69.43
7743.T,"SEED CO.,LTD.",Precision Instruments,13.04,34.9
7713.T,"SIGMA KOKI CO.,LTD.",Precision Instruments,13.31,86.86
368A.T,Kitazato Corporation,Precision Instruments,13.57,92.41
7979.T,SHOFU INC.,Precision Instruments,13.75,85.32
6376.T,"NIKKISO CO.,LTD.",Precision Instruments,13.8,44.17
7727.T,OVAL Corporation,Precision Instruments,13.95,64.77
7749.T,"MEDIKIT CO.,LTD.",Precision Instruments,14.1,86.06
7740.T,"Tamron Co.,Ltd.",Precision Instruments,14.42,81.01
7744.T,"Noritsu Koki Co.,Ltd.",Precision Instruments,14.88,75.7
5187.T,"CREATE MEDIC CO.,LTD.",Precision Instruments,15.16,81.08
7733.T,OLYMPUS CORPORATION,Precision Instruments,17.79,52.47
3945.T,"Superbag Company,Limited",Pulp and Paper,3.56,32.3
3895.T,HAVIX CORPORATION,Pulp and Paper,5.01,59.02
3947.T,"Dynapac Co.,Ltd.",Pulp and Paper,7.28,55.22
3946.T,"TOMOKU CO.,LTD.",Pulp and Paper,7.54,44.84
3955.T,"IMURA & Co.,Ltd.",Pulp and Paper,8.1,71.05
3944.T,"Furubayashi Shiko Co.,Ltd.",Pulp and Paper,8.37,49.08
3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,8.62,28.3
3892.T,"Okayama Paper Industries Co.,Ltd.",Pulp and Paper,10.39,78.01
3954.T,SHOWA PAXXS CORPORATION,Pulp and Paper,11.89,70.24
3864.T,Mitsubishi Paper Mills Limited,Pulp and Paper,12.25,40.94
3950.T,THE PACK CORPORATION,Pulp and Paper,12.57,73.88
3865.T,Hokuetsu Corporation,Pulp and Paper,13.29,63.29
3958.T,"Sasatoku Printing Co.,Ltd.",Pulp and Paper,13.29,61.4
3943.T,"OHISHI SANGYO CO.,LTD.",Pulp and Paper,13.35,69.9
3951.T,"ASAHI PRINTING CO.,LTD.",Pulp and Paper,13.36,48.64
3708.T,"Tokushu Tokai Paper Co.,Ltd.",Pulp and Paper,14.68,56.43
3941.T,"Rengo Co.,Ltd.",Pulp and Paper,14.83,37.32
3891.T,NIPPON KODOSHI CORPORATION,Pulp and Paper,23.78,67.77
3861.T,Oji Holdings Corporation,Pulp and Paper,24.68,41.81
3877.T,"Chuetsu Pulp & Paper Co.,Ltd.",Pulp and Paper,33.45,46.67
8869.T,Meiwa Estate Company Limited,Real Estate,3.68,22.34
3280.T,"STrust Co.,Ltd.",Real Estate,4.17,21.71
5280.T,"Yoshicon Co.,Ltd.",Real Estate,4.29,61.92
8887.T,"SYLA Holdings Co.,Ltd.",Real Estate,4.81,66.07
3242.T,"URBANET CORPORATION CO.,LTD.",Real Estate,4.86,27.84
3236.T,"PROPERST CO.,LTD.",Real Estate,5.16,40.33
8928.T,ANABUKI KOSAN INC.,Real Estate,5.18,29.41
463A.T,"INTELLEX HOLDINGS Co.,Ltd.",Real Estate,5.5,25.38
2993.T,Choei Inc.,Real Estate,5.56,17.89
8860.T,FUJI CORPORATION LIMITED,Real Estate,5.67,29.84
8996.T,"HouseFreedom Co.,Ltd.",Real Estate,5.99,22.69
2981.T,Landix Inc.,Real Estate,6.02,38.29
8931.T,WADAKOHSAN CORPORATION,Real Estate,6.09,29.76
3494.T,"Mullion Co.,Ltd.",Real Estate,6.14,25.37
2982.T,"A.D.Works Group Co.,Ltd.",Real Estate,6.27,28.56
3452.T,B-Lot Company Limited,Real Estate,6.32,19.75
3238.T,"CENTRAL GENERAL DEVELOPMENT CO.,LTD.",Real Estate,6.33,22.58
8927.T,"MEIHO ENTERPRISE CO.,LTD.",Real Estate,6.54,32.74
2991.T,LANDNET Inc.,Real Estate,6.57,32.69
3482.T,Loadstar Capital K.K.,Real Estate,6.61,26.54
2726.T,"PAL GROUP Holdings CO.,LTD",Retail Trade,0.01,47.92
8165.T,"SENSHUKAI CO.,LTD.",Retail Trade,1.56,65.16
7578.T,"NICHIRYOKU CO.,LTD.",Retail Trade,3.8,61.34
7463.T,"ADVAN GROUP CO.,LTD.",Retail Trade,4.19,67.08
7509.T,I.A GROUP CORPORATION,Retail Trade,4.9,55.24
3020.T,"Applied Co.,Ltd.",Retail Trade,5.02,58.67
8260.T,"IZUTSUYA CO.,LTD.",Retail Trade,5.52,26.79
7520.T,"Eco's Co.,Ltd.",Retail Trade,6.01,46.55
3538.T,WILLPLUS Holdings Corporation,Retail Trade,6.21,29.11
3192.T,"Shirohato Co.,Ltd.",Retail Trade,6.25,37.01
8181.T,"Totenko Co.,Ltd.",Retail Trade,6.37,61.38
8166.T,"Taka-Q Co.,Ltd.",Retail Trade,6.44,18.9
9876.T,"COX CO.,LTD.",Retail Trade,6.51,67.28
3159.T,"Maruzen CHI Holdings Co.,Ltd.",Retail Trade,6.69,38.43
9856.T,"KU HOLDINGS CO.,LTD.",Retail Trade,6.99,73.29
3177.T,"ARIGATOU SERVICES COMPANY,LIMITED",Retail Trade,7.16,48.32
3375.T,ZOA CORPORATION,Retail Trade,7.25,54.09
3184.T,"International Conglomerate of Distribution for Automobile Holdings Co.,Ltd.",Retail Trade,7.47,53.87
297A.T,"ALPICO HOLDINGS CO.,LTD.",Retail Trade,7.57,24.88
9890.T,"MAKIYA CO.,LTD.",Retail Trade,7.72,52.21
5101.T,"The Yokohama Rubber Company,Limited",Rubber Products,9.03,51.58
5199.T,"FUJI LATEX CO.,LTD.",Rubber Products,9.21,36.79
5105.T,Toyo Tire Corporation,Rubber Products,9.34,65.39
5184.T,"NICHIRIN CO.,LTD.",Rubber Products,9.81,68.5
5189.T,"SAKURA RUBBER CO.,LTD.",Rubber Products,10.15,54.61
5110.T,"Sumitomo Rubber Industries,Ltd.",Rubber Products,10.89,49.05
5186.T,Nitta Corporation,Rubber Products,11.05,85.25
5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products,12.51,72.0
5185.T,"Fukoku Co.,Ltd.",Rubber Products,12.64,54.5
5192.T,Mitsuboshi Belting Ltd.,Rubber Products,16.69,74.74
5122.T,"OKAMOTO INDUSTRIES,INC.",Rubber Products,18.27,64.57
5161.T,"NISHIKAWA RUBBER CO.,LTD.",Rubber Products,21.03,63.54
5108.T,BRIDGESTONE CORPORATION,Rubber Products,28.42,63.71
5195.T,"Bando Chemical Industries,Ltd.",Rubber Products,29.12,68.05
8699.T,"HS Holdings Co.,Ltd.",Securities and Commodities Futures,2.57,74.89
8737.T,Akatsuki Corp.,Securities and Commodities Futures,6.77,19.42
8747.T,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Securities and Commodities Futures,6.93,10.96
8473.T,"SBI Holdings,Inc.",Securities and Commodities Futures,7.01,3.93
7148.T,"Financial Partners Group Co.,Ltd.",Securities and Commodities Futures,7.4,44.98
5834.T,"SBI Leasing Services Co.,Ltd.",Securities and Commodities Futures,7.63,23.8
8704.T,"TRADERS HOLDINGS CO.,LTD.",Securities and Commodities Futures,8.41,13.92
7175.T,"The Imamura Securities Co.,Ltd.",Securities and Commodities Futures,10.02,61.35
8707.T,"IwaiCosmo Holdings,Inc.",Securities and Commodities Futures,10.54,36.51
7177.T,"GMO Financial Holdings,Inc.",Securities and Commodities Futures,10.55,3.76
8604.T,"Nomura Holdings, Inc.",Securities and Commodities Futures,11.01,6.11
8518.T,"Japan Asia Investment Company,Limited",Securities and Commodities Futures,11.28,44.21
7172.T,"Japan Investment Adviser Co.,Ltd.",Securities and Commodities Futures,11.57,25.03
254A.T,AI FUSION CAPITAL GROUP CORP.,Securities and Commodities Futures,12.11,58.31
8706.T,"KYOKUTO SECURITIES CO.,LTD.",Securities and Commodities Futures,13.21,65.66
8739.T,"SPARX Group Co.,Ltd.",Securities and Commodities Futures,13.3,67.1
8700.T,"Maruhachi Securities Co.,Ltd.",Securities and Commodities Futures,13.66,76.57
8601.T,Daiwa Securities Group Inc.,Securities and Commodities Futures,14.04,4.57
7185.T,Hirose Tusyo Inc.,Securities and Commodities Futures,14.06,16.81
8613.T,"Marusan Securities Co.,Ltd.",Securities and Commodities Futures,15.24,66.8
6059.T,"UCHIYAMA HOLDINGS Co.,Ltd.",Services,3.24,45.85
4645.T,"ICHISHIN HOLDINGS CO.,LTD.",Services,3.81,15.74
415A.T,"GMO TECH Holdings,Inc.",Services,3.98,69.83
331A.T,Medix Inc.,Services,4.44,49.01
9247.T,TRE HOLDINGS CORPORATION,Services,4.93,45.15
2435.T,"CEDAR.Co.,Ltd",Services,5.73,7.42
6547.T,"GREENS CO.,LTD.",Services,6.09,34.61
9628.T,"SAN HOLDINGS,INC.",Services,6.09,58.95
9731.T,"Hakuyosha Company,Ltd.",Services,6.13,36.15
6029.T,Artra Group Corporation,Services,6.24,41.09
9726.T,"KNT-CT Holdings Co.,Ltd.",Services,6.31,37.49
2418.T,TSUKADA GLOBAL HOLDINGS Inc.,Services,6.37,26.55
4341.T,SEIRYO ELECTRIC CORPORATION,Services,6.43,44.75
2415.T,"Human Holdings Co.,Ltd.",Services,6.45,35.66
9713.T,"THE ROYAL HOTEL,LIMITED",Services,6.48,55.98
9761.T,"TOKAI LEASE CO.,LTD.",Services,6.53,46.14
4317.T,Ray Corporation,Services,6.68,74.5
7095.T,"Macbee Planet,Inc.",Services,6.73,52.68
160A.T,"As Partners CO.,LTD.",Services,6.79,19.45
9220.T,"FB CARE SERVICE CO.,LTD.",Services,6.8,41.11
3607.T,"KURAUDIA HOLDINGS CO.,LTD.",Textiles and Apparels,5.39,31.43
3551.T,DYNIC CORPORATION,Textiles and Apparels,5.41,43.54
3583.T,AuBEX CORPORATION,Textiles and Apparels,5.65,68.15
3204.T,Toabo Corporation,Textiles and Apparels,6.81,40.73
3123.T,"SAIBO Co.,Ltd.",Textiles and Apparels,7.62,42.29
3524.T,"NITTO SEIMO CO.,LTD.",Textiles and Apparels,8.61,24.23
3612.T,"WORLD CO.,LTD.",Textiles and Apparels,9.02,29.67
3611.T,MATSUOKA CORPORATION,Textiles and Apparels,9.13,51.83
3577.T,Tokai Senko K.K.,Textiles and Apparels,9.61,48.12
8016.T,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels,10.76,47.03
365A.T,"IZAWA TOWEL CO.,LTD.",Textiles and Apparels,11.59,46.33
3569.T,"SEIREN CO.,LTD.",Textiles and Apparels,12.72,71.96
8029.T,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,12.91,63.17
8111.T,Goldwin Inc.,Textiles and Apparels,12.99,73.16
3201.T,"THE JAPAN WOOL TEXTILE CO.,LTD.",Textiles and Apparels,13.44,69.38
3106.T,KURABO INDUSTRIES LTD.,Textiles and Apparels,13.51,62.88
8011.T,SANYO SHOKAI LTD.,Textiles and Apparels,14.14,68.9
3109.T,SHIKIBO LTD.,Textiles and Apparels,14.31,41.13
3001.T,"Katakura Industries Co.,Ltd.",Textiles and Apparels,15.14,63.8
3513.T,"ICHIKAWA CO.,LTD.",Textiles and Apparels,15.45,75.54
7247.T,MIKUNI CORPORATION,Transportation Equipment,4.66,34.49
7255.T,SAKURAI LTD.,Transportation Equipment,4.84,65.94
7213.T,LECIP HOLDINGS CORPORATION,Transportation Equipment,5.21,49.5
7102.T,"NIPPON SHARYO,LTD.",Transportation Equipment,5.54,49.29
7218.T,"TANAKA SEIMITSU KOGYO CO.,LTD.",Transportation Equipment,5.7,55.02
7239.T,"TACHI-S CO.,LTD.",Transportation Equipment,5.79,55.99
7273.T,"IKUYO CO.,LTD.",Transportation Equipment,5.88,43.23
7236.T,"T.RAD Co., Ltd.",Transportation Equipment,6.8,49.94
7235.T,"TOKYO RADIATOR MFG.CO.,LTD.",Transportation Equipment,6.87,66.71
7270.T,SUBARU CORPORATION,Transportation Equipment,6.91,53.35
7284.T,"MEIWA INDUSTRY CO.,LTD.",Transportation Equipment,6.91,48.06
6995.T,"TOKAI RIKA CO.,LTD.",Transportation Equipment,7.14,61.86
7272.T,"Yamaha Motor Co.,Ltd.",Transportation Equipment,7.35,39.01
7318.T,"SERENDIP HOLDINGS Co.,Ltd.",Transportation Equipment,7.61,25.22
7219.T,"HKS CO.,LTD.",Transportation Equipment,7.96,80.48
7241.T,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,7.97,37.47
7254.T,UNIVANCE CORPORATION,Transportation Equipment,7.98,59.34
7299.T,FUJI OOZX Inc.,Transportation Equipment,7.98,82.2
7242.T,KYB Corporation,Transportation Equipment,8.2,48.7
7228.T,DAYTONA CORPORATION,Transportation Equipment,8.34,80.72
9193.T,"Tokyo Kisen Co.,Ltd.",Warehousing and Harbor Transportation Service,5.8,75.99
9365.T,TRADIA CORPORATION,Warehousing and Harbor Transportation Service,5.97,43.09
9311.T,ASAGAMI CORPORATION,Warehousing and Harbor Transportation Service,7.22,47.87
9355.T,RINKO CORPORATION,Warehousing and Harbor Transportation Service,7.53,46.71
9361.T,"FUSHIKI KAIRIKU UNSO CO.,LTD.",Warehousing and Harbor Transportation Service,7.6,47.96
9312.T,"THE KEIHIN CO.,LTD.",Warehousing and Harbor Transportation Service,8.08,59.2
9363.T,"DAIUN CO.,LTD.",Warehousing and Harbor Transportation Service,9.33,63.85
9306.T,"Toyo Logistics Co.,Ltd.",Warehousing and Harbor Transportation Service,9.47,54.84
9353.T,"SAKURAJIMA FUTO KAISHA,LTD.",Warehousing and Harbor Transportation Service,9.64,62.81
9301.T,Mitsubishi Logistics Corporation,Warehousing and Harbor Transportation Service,10.49,59.85
9366.T,SANRITSU CORPORATION,Warehousing and Harbor Transportation Service,10.55,47.34
9368.T,"KIMURA UNITY CO.,LTD.",Warehousing and Harbor Transportation Service,10.9,60.74
9351.T,"TOYO WHARF & WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,10.91,53.63
9310.T,Japan Transcity Corporation,Warehousing and Harbor Transportation Service,12.97,55.13
9362.T,"HYOKI KAIUN KAISHA,LTD.",Warehousing and Harbor Transportation Service,13.68,38.67
9304.T,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,13.72,54.81
9303.T,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,14.28,59.98
9325.T,PHYZ Holdings Inc.,Warehousing and Harbor Transportation Service,15.15,38.37
9381.T,AIT CORPORATION,Warehousing and Harbor Transportation Service,16.29,74.58
9364.T,"Kamigumi Co.,Ltd.",Warehousing and Harbor Transportation Service,19.26,77.97
2700.T,"KITOKU SHINRYO CO.,LTD.",Wholesale Trade,2.97,36.09
8135.T,ZETT CORPORATION,Wholesale Trade,2.99,44.42
8041.T,OUG Holdings Inc.,Wholesale Trade,4.41,39.39
7538.T,"DAISUI CO.,LTD.",Wholesale Trade,4.48,46.12
3089.T,"Techno Alpha Co.,Ltd.",Wholesale Trade,4.69,69.48
8138.T,SANKYO KASEI CORPORATION,Wholesale Trade,4.77,53.85
3004.T,SHINYEI KAISHA,Wholesale Trade,4.83,31.87
8152.T,SOMAR CORPORATION,Wholesale Trade,4.86,65.13
2767.T,TSUBURAYA FIELDS HOLDINGS INC.,Wholesale Trade,4.98,51.89
3306.T,"THE NIHON SEIMA CO.,LTD.",Wholesale Trade,5.15,43.86
8123.T,"T.KAWABE & CO.,LTD.",Wholesale Trade,5.35,57.12
8077.T,TORQ Inc.,Wholesale Trade,5.42,41.98
2788.T,"APPLE INTERNATIONAL CO.,LTD.",Wholesale Trade,5.67,49.99
7461.T,"KIMURA CO.,LTD.",Wholesale Trade,5.67,51.81
8043.T,Starzen Company Limited,Wholesale Trade,5.73,51.62
2708.T,"KUZE CO.,LTD.",Wholesale Trade,5.84,34.47
8030.T,"Chuo Gyorui Co.,Ltd.",Wholesale Trade,5.86,42.85
7670.T,O-WELL CORPORATION,Wholesale Trade,5.97,46.63
8093.T,"Kyokuto Boeki Kaisha,Limited",Wholesale Trade,6.06,50.6
7521.T,"MUSASHI CO.,LTD.",Wholesale Trade,6.1,68.19
